location,sqft,bath,price,bhk
electronic city,1070.0,2.0,53.0,2
vidyaranyapura,1000.0,2.0,35.0,2
yelahanka,1566.0,3.0,97.0,3
lakshminarayana pura,1172.0,2.0,75.0,2
kengeri,1035.0,2.0,51.5,2
whitefield,750.0,2.0,52.7,2
kaggadasapura,960.0,2.0,45.0,2
kengeri,1025.0,2.0,57.0,2
kereguddadahalli,1000.0,2.0,30.0,2
thanisandra,965.0,2.0,56.0,2
basavangudi,1600.0,2.0,160.0,3
whitefield,1269.0,2.0,75.0,2
jigani,914.0,2.0,55.0,2
talaghattapura,2038.5,3.0,120.0,3
hsr layout,4200.0,5.0,245.0,5
murugeshpalya,1344.0,2.0,56.0,3
whitefield,2400.0,4.0,143.0,4
malleshwaram,2475.0,4.0,332.0,3
kodihalli,3260.0,5.0,388.0,4
iblur village,1920.0,3.0,130.0,3
sarjapur  road,3900.0,4.0,300.0,4
whitefield,1655.0,3.0,120.0,3
indira nagar,1650.0,3.0,200.0,3
bhoganhalli,2439.0,4.0,185.0,4
vijayanagar,1352.0,2.0,68.0,2
hormavu,1400.0,2.0,75.0,2
whitefield,1280.0,2.0,75.0,2
kadugodi,1762.0,3.0,91.45,3
ombr layout,1165.0,2.0,88.5,2
yelahanka,1234.0,2.0,80.0,2
basavangudi,1800.0,3.0,195.0,3
other,1600.0,2.0,90.0,2
uttarahalli,1685.0,3.0,85.0,3
electronic city,1060.0,2.0,51.0,2
sarjapur  road,950.0,1.0,39.9,1
old madras road,1330.0,2.0,74.0,2
haralur road,1194.0,2.0,46.0,2
kengeri,725.0,2.0,30.0,2
banashankari stage ii,1700.0,2.0,150.0,2
gottigere,990.0,2.0,40.0,2
ananth nagar,908.0,2.0,26.0,2
choodasandra,725.0,2.0,36.0,2
8th phase jp nagar,1900.0,4.0,90.0,3
jp nagar,1050.0,1.0,44.0,1
hennur road,1232.0,2.0,89.0,2
koramangala,5985.0,4.0,775.0,4
other,3200.0,3.0,260.0,3
thanisandra,1564.0,3.0,105.0,3
other,984.0,2.0,125.0,2
hosa road,1133.0,2.0,52.0,2
kudlu gate,1215.0,2.0,45.0,2
akshaya nagar,1280.0,2.0,58.0,2
lb shastri nagar,1000.0,2.0,49.5,2
other,1645.0,3.0,87.5,3
electronic city phase ii,1065.0,2.0,56.13,2
other,1180.0,2.0,74.0,2
ramamurthy nagar,1200.0,2.0,48.0,2
uttarahalli,1330.0,2.0,56.0,3
brookefield,1420.0,3.0,85.0,3
jakkur,1279.0,2.0,77.0,2
frazer town,1180.0,2.0,105.0,2
electronic city phase ii,1266.0,2.0,59.0,2
subramanyapura,1245.0,2.0,68.0,3
whitefield,4500.0,4.0,330.0,4
other,1340.0,2.0,77.0,2
other,1720.0,3.0,95.0,3
tc palaya,900.0,2.0,55.0,2
thanisandra,1996.0,3.0,135.0,3
iblur village,1918.0,3.0,129.0,3
other,1200.0,1.0,70.0,2
jp nagar,1078.0,2.0,45.0,2
other,1413.0,2.0,75.0,3
kereguddadahalli,950.0,2.0,32.0,2
electronic city,1128.0,2.0,65.5,2
electronic city,1128.0,2.0,65.65,2
r.t. nagar,1560.0,3.0,125.0,3
hennur road,1445.0,2.0,83.0,3
benson town,1567.0,3.0,140.0,2
hebbal,1299.0,2.0,100.0,2
uttarahalli,1090.0,2.0,45.0,2
begur,1559.0,3.0,63.0,3
bannerghatta road,1711.0,3.0,125.0,3
haralur road,1255.0,3.0,90.0,3
gunjur,1175.0,2.0,43.48,2
bellandur,1535.0,3.0,90.0,3
hrbr layout,1374.0,2.0,95.0,2
electronic city,1073.0,2.0,60.0,2
ramagondanahalli,540.0,1.0,30.0,1
yelahanka,1322.0,2.0,77.9,2
anjanapura,950.0,2.0,40.0,2
hennur,1231.0,2.0,48.0,2
yelahanka,602.0,1.0,33.0,1
bannerghatta road,1136.0,2.0,48.0,2
raja rajeshwari nagar,1128.0,2.0,40.0,2
lingadheeranahalli,1682.0,3.0,113.0,3
cv raman nagar,1285.0,2.0,65.0,2
gottigere,1230.0,2.0,52.0,3
sonnenahalli,605.0,1.0,30.24,1
kr puram,2000.0,6.0,85.0,6
hebbal,2600.0,3.0,195.0,3
kudlu gate,1532.0,3.0,83.0,3
ulsoor,1275.0,2.0,120.0,2
chandapura,645.0,1.0,16.45,1
ombr layout,1101.0,2.0,65.5,2
bharathi nagar,1351.0,2.0,70.0,2
other,1685.0,3.0,95.0,3
mahadevpura,1450.0,3.0,75.0,3
parappana agrahara,1092.0,2.0,43.0,2
sultan palaya,1700.0,3.0,120.0,3
sahakara nagar,1048.0,2.0,50.0,2
bisuvanahalli,1075.0,2.0,45.0,3
btm 2nd stage,1280.0,2.0,80.0,2
kengeri,1200.0,3.0,67.0,3
electronic city,1500.0,2.0,75.0,3
malleshwaram,2475.0,4.0,300.0,3
other,565.0,1.0,33.0,1
iblur village,3596.0,5.0,279.0,4
other,2045.0,4.0,154.0,3
other,3675.0,4.0,367.0,4
battarahalli,1777.0,3.0,100.0,3
kasavanhalli,4000.0,4.0,325.0,4
abbigere,3000.0,8.0,150.0,8
7th phase jp nagar,1050.0,2.0,68.0,2
kannamangala,2422.0,4.0,135.0,4
7th phase jp nagar,1976.0,3.0,145.0,3
other,1270.0,2.0,175.0,4
akshaya nagar,1419.0,2.0,87.0,3
thanisandra,1965.0,4.0,125.0,3
jigani,918.0,2.0,48.0,2
nri layout,1731.0,3.0,64.11,3
haralur road,1140.0,2.0,58.0,2
malleshwaram,1500.0,2.0,140.0,2
thanisandra,1093.0,2.0,72.0,2
whitefield,1190.0,2.0,70.0,2
chandapura,1025.0,2.0,27.68,2
nagavara,1315.0,2.0,70.0,2
haralur road,1194.0,2.0,47.0,2
tc palaya,1200.0,2.0,70.0,2
budigere,1153.0,2.0,56.4,2
sarjapur  road,1660.0,2.0,116.0,3
bellandur,1201.0,2.0,59.99,2
sarjapur  road,1877.0,4.0,150.0,3
7th phase jp nagar,1215.0,2.0,90.0,2
other,1200.0,2.0,79.0,2
other,2250.0,3.0,180.0,3
other,4046.0,4.0,445.0,4
sonnenahalli,1610.0,3.0,80.48,3
kanakpura road,1300.0,2.0,69.0,3
other,1100.0,3.0,110.0,3
7th phase jp nagar,1175.0,2.0,82.5,2
ananth nagar,960.0,2.0,37.0,2
uttarahalli,1037.0,2.0,36.0,2
hosur road,1508.0,2.0,110.0,3
other,747.0,1.0,27.0,1
kanakpura road,850.0,1.0,37.32,1
akshaya nagar,1419.0,2.0,73.0,3
other,1385.0,3.0,90.0,3
karuna nagar,1945.0,3.0,115.0,3
haralur road,1920.0,3.0,115.0,3
whitefield,2140.0,3.0,139.0,3
sarjapur  road,1157.0,2.0,75.0,3
bellandur,1100.0,2.0,62.0,2
rachenahalli,1050.0,2.0,53.5,2
uttarahalli,1120.0,2.0,50.0,2
marathahalli,1285.0,2.0,55.0,2
kothanur,627.0,1.0,30.0,1
other,1980.0,3.0,224.0,3
bannerghatta road,1400.0,2.0,78.0,2
banashankari,1330.0,2.0,78.0,2
kanakapura,1340.0,2.0,65.0,2
other,600.0,1.0,33.0,1
rayasandra,1314.0,2.0,63.0,3
hebbal kempapura,2280.0,5.0,200.0,5
frazer town,1700.0,3.0,180.0,3
lakshminarayana pura,1195.0,2.0,75.0,2
gottigere,1500.0,3.0,63.0,3
ananth nagar,500.0,1.0,14.0,1
other,1507.0,3.0,80.0,3
malleshwaram,2400.0,3.0,380.0,3
other,450.0,1.0,30.0,1
whitefield,1725.0,3.0,106.0,3
abbigere,765.0,2.0,30.0,1
electronic city,770.0,1.0,39.9,2
hormavu,1129.0,2.0,44.0,2
r.t. nagar,1325.0,2.0,52.0,2
hormavu,1250.0,2.0,60.0,2
sarjapur  road,1550.0,3.0,100.0,3
ambalipura,1607.0,2.0,112.0,3
indira nagar,850.0,1.0,57.0,1
kasturi nagar,1896.0,3.0,125.0,4
kogilu,1140.0,2.0,50.66,2
sarjapura - attibele road,1033.0,2.0,28.41,2
sarjapur,940.0,2.0,25.38,2
hebbal,1920.0,3.0,134.0,3
chandapura,778.0,2.0,25.29,2
hennur road,1654.0,3.0,97.8,3
benson town,1805.0,3.0,280.0,3
bellandur,900.0,2.0,56.0,2
other,814.0,2.0,55.0,2
vijayanagar,492.0,1.0,40.0,1
hosakerehalli,3024.0,5.0,350.0,4
binny pete,1795.0,3.0,139.0,3
kr puram,3628.0,4.0,246.0,4
sonnenahalli,1484.0,3.0,75.0,3
raja rajeshwari nagar,1196.0,2.0,40.54,2
green glen layout,1885.0,3.0,135.0,3
mallasandra,1665.0,3.0,86.91,3
sarjapur,1240.0,2.0,44.3,2
attibele,1000.0,2.0,42.0,2
kudlu gate,1183.0,2.0,79.54,2
malleshpalya,1225.0,2.0,52.0,2
hennur road,1936.0,3.0,118.0,3
hoodi,1639.0,3.0,98.32,3
other,4446.0,3.0,410.0,3
other,7500.0,4.0,900.0,4
thanisandra,1847.0,3.0,123.0,3
other,550.0,1.0,16.0,1
other,620.0,1.0,25.0,1
hennur,1255.0,2.0,54.5,2
koramangala,1320.0,2.0,160.0,2
raja rajeshwari nagar,1587.0,3.0,73.8,3
whitefield,1500.0,3.0,130.0,3
other,1220.0,2.0,72.0,2
hennur road,1232.0,2.0,89.0,2
hebbal,1800.0,3.0,140.0,3
haralur road,1194.0,2.0,46.0,2
kalena agrahara,900.0,2.0,40.0,2
nagarbhavi,1200.0,2.0,150.0,2
bannerghatta road,1510.0,2.0,110.0,3
munnekollal,1080.0,2.0,45.0,2
electronics city phase 1,1335.0,2.0,67.0,2
vishveshwarya layout,2100.0,6.0,92.0,6
electronic city phase ii,1200.0,2.0,34.65,2
bannerghatta road,1215.0,2.0,68.0,2
raja rajeshwari nagar,1196.0,2.0,51.15,2
kaikondrahalli,3381.0,6.0,225.0,6
other,1200.0,3.0,95.0,4
raja rajeshwari nagar,1141.0,2.0,60.0,2
whitefield,1991.0,3.0,104.0,3
haralur road,1140.0,2.0,43.0,2
nagarbhavi,884.0,2.0,36.0,1
1st phase jp nagar,2077.0,3.0,175.0,3
other,1390.0,3.0,120.0,3
jp nagar,1200.0,2.0,78.0,2
whitefield,3252.0,4.0,280.0,4
whitefield,2268.0,3.0,146.0,4
mahadevpura,1152.0,2.0,54.0,2
bannerghatta road,1486.0,3.0,83.22,3
sarjapur  road,1850.0,3.0,140.0,3
margondanahalli,900.0,2.0,49.0,2
other,1279.0,2.0,100.0,2
sarjapura - attibele road,829.0,2.0,22.8,2
kogilu,952.0,2.0,49.0,2
hosa road,800.0,1.0,39.99,1
banashankari,1040.0,2.0,45.0,2
hosur road,1250.0,2.0,55.0,2
other,4000.0,6.0,460.0,6
hebbal,1337.0,2.0,82.0,2
uttarahalli,1101.0,2.0,45.0,2
electronic city phase ii,1140.0,2.0,32.92,2
8th phase jp nagar,1431.5,3.0,72.02,3
kengeri satellite town,1030.0,2.0,50.0,2
talaghattapura,1100.0,2.0,49.49,2
old madras road,1720.0,3.0,106.0,3
banashankari,1350.0,2.0,83.0,3
raja rajeshwari nagar,1240.0,2.0,53.27,2
jp nagar,1690.0,3.0,112.0,3
kothannur,1070.0,2.0,38.6,2
tumkur road,1240.0,2.0,84.0,3
harlur,1174.0,2.0,75.0,2
kudlu gate,1535.0,3.0,86.0,3
doddaballapur,3876.0,3.0,300.0,3
bellandur,1685.0,3.0,101.0,3
begur,815.0,2.0,40.0,2
kalyan nagar,2285.0,4.0,165.0,3
whitefield,1216.0,2.0,79.0,2
binny pete,1365.0,2.0,122.0,2
hennur,1100.0,2.0,60.0,2
devanahalli,2125.0,3.0,107.0,3
hebbal,2470.0,4.0,203.0,4
talaghattapura,2273.0,3.0,145.0,3
kundalahalli,1047.0,2.0,84.0,2
bommasandra industrial area,1400.0,2.0,40.44,3
devarachikkanahalli,1230.0,2.0,58.0,2
other,1550.0,2.0,160.0,2
other,700.0,1.0,25.5,1
subramanyapura,950.0,2.0,55.0,2
other,1600.0,2.0,115.0,2
electronic city,1025.0,2.0,50.0,2
frazer town,3436.0,5.0,345.0,4
other,4395.0,3.0,240.0,3
hennur road,1445.0,2.0,86.69,3
whitefield,3250.0,5.0,290.0,5
bommasandra,1000.0,2.0,35.0,2
amruthahalli,900.0,2.0,40.0,2
hennur,1075.0,2.0,52.0,2
kanakpura road,1843.0,3.0,95.0,3
malleshwaram,1400.0,2.0,190.0,2
basaveshwara nagar,1200.0,2.0,85.0,2
banashankari stage iii,1350.0,2.0,68.0,3
kothanur,1185.0,2.0,59.0,2
kanakpura road,700.0,2.0,36.0,2
vasanthapura,995.0,2.0,34.82,2
cox town,1280.0,2.0,120.0,2
rachenahalli,680.0,1.0,32.64,1
binny pete,660.0,1.0,62.0,1
1st phase jp nagar,1200.0,2.0,86.0,2
doddathoguru,1030.0,2.0,42.0,2
electronic city,1070.0,2.0,52.0,2
thanisandra,662.0,1.0,29.0,1
indira nagar,2400.0,4.0,525.0,4
gottigere,1000.0,2.0,35.0,2
sarjapur  road,1222.0,2.0,68.0,3
doddakallasandra,1010.0,2.0,40.39,2
subramanyapura,1000.0,2.0,45.0,2
benson town,4460.0,5.0,650.0,4
hegde nagar,1584.01,3.0,104.0,3
other,6200.0,5.0,720.0,5
thanisandra,1491.0,3.0,88.0,3
other,1850.0,3.0,98.0,3
prithvi layout,2028.0,4.0,162.0,4
other,1504.0,2.0,100.0,3
jp nagar,1100.0,2.0,70.0,2
kathriguppe,1335.0,2.0,73.43,3
whitefield,709.0,1.0,34.385,1
nri layout,1565.0,2.0,75.0,3
sarjapur  road,1335.0,2.0,95.0,2
7th phase jp nagar,1600.0,2.0,110.0,3
dodda nekkundi,1100.0,2.0,41.16,2
malleshwaram,2475.0,4.0,340.0,3
malleshwaram,2006.0,3.0,297.0,3
kathriguppe,1390.0,2.0,76.45,3
kothanur,1847.0,3.0,110.0,3
rajaji nagar,1314.0,2.0,225.0,2
kudlu gate,1238.0,2.0,55.0,2
indira nagar,1740.0,3.0,191.0,3
bisuvanahalli,1075.0,2.0,44.0,3
electronic city,1070.0,2.0,56.1,2
kumaraswami layout,2400.0,7.0,125.0,7
hosakerehalli,3033.0,4.0,326.0,4
thigalarapalya,1418.0,2.0,101.0,2
electronic city,1070.0,2.0,55.0,2
other,1400.0,2.0,85.0,2
other,660.0,1.0,30.0,1
judicial layout,1300.0,3.0,64.0,3
bellandur,1690.0,2.0,116.0,3
brookefield,1139.0,2.0,80.0,2
btm layout,3300.0,6.0,165.0,6
electronic city phase ii,1065.0,2.0,30.75,2
other,1200.0,3.0,96.25,3
yelahanka,1890.0,3.0,109.0,3
electronic city,1025.0,2.0,53.9,2
chandapura,582.5,1.0,15.135,1
hulimavu,1375.0,2.0,80.0,2
other,2000.0,5.0,240.0,5
other,750.0,1.0,25.0,1
other,1376.0,4.0,156.0,4
thanisandra,662.0,1.0,45.0,1
other,600.0,2.0,39.0,2
harlur,1620.0,3.0,110.0,3
electronic city,1125.0,2.0,58.0,2
harlur,1290.0,2.0,85.0,2
marathahalli,1583.0,3.0,115.0,3
thanisandra,1917.0,3.0,122.0,3
kambipura,1082.0,2.0,56.0,3
chandapura,975.0,2.0,24.86,2
akshaya nagar,1070.0,2.0,54.0,2
other,1200.0,3.0,110.0,3
7th phase jp nagar,1000.0,2.0,60.0,2
ramagondanahalli,1151.0,2.0,43.6,2
koramangala,2292.0,3.0,286.0,3
harlur,1290.0,2.0,87.0,2
bharathi nagar,1349.0,2.0,56.7,2
other,1100.0,2.0,62.0,2
epip zone,2210.0,3.0,165.0,3
jalahalli east,1010.0,2.0,52.0,2
other,1200.0,3.0,85.0,3
other,4560.0,5.0,430.0,4
other,3500.0,4.0,245.0,4
jalahalli,905.0,2.0,55.0,2
bellandur,982.0,2.0,37.28,2
kodigehalli,655.0,1.0,53.0,1
laggere,2800.0,5.0,125.0,5
haralur road,1730.0,3.0,95.0,3
uttarahalli,1300.0,2.0,55.0,2
marathahalli,1125.0,2.0,55.0,2
kammasandra,1415.0,2.0,60.0,2
banashankari stage vi,1423.0,2.0,71.73,3
btm layout,1600.0,3.0,112.0,3
sarjapur  road,1129.0,2.0,69.0,2
other,2800.0,4.0,365.0,4
banashankari,1125.0,2.0,63.0,2
other,1050.0,2.0,110.0,2
other,1080.0,2.0,62.0,2
choodasandra,1075.0,2.0,45.0,2
raja rajeshwari nagar,648.0,1.0,31.75,1
ambalipura,1303.0,2.0,80.0,2
thanisandra,1801.0,3.0,115.0,3
marathahalli,2122.0,3.0,125.0,3
sarjapur  road,1044.0,2.0,55.0,2
5th phase jp nagar,1041.0,2.0,54.0,2
other,1750.0,3.0,120.0,3
bellandur,1281.0,2.0,74.0,2
mahadevpura,1260.0,2.0,57.6,2
other,2150.0,3.0,170.0,3
munnekollal,1390.0,3.0,68.0,3
rajaji nagar,1357.0,2.0,130.0,2
cv raman nagar,1400.0,2.0,78.0,3
garudachar palya,1150.0,2.0,52.75,2
electronic city,1128.0,2.0,65.0,2
marathahalli,1152.0,2.0,56.0,2
chamrajpet,650.0,2.0,45.0,2
other,950.0,1.0,40.0,1
6th phase jp nagar,1213.0,2.0,63.0,2
bisuvanahalli,945.0,2.0,33.0,2
other,1862.0,3.0,120.0,3
other,1100.0,2.0,75.0,2
electronic city,1128.0,2.0,67.0,2
kanakapura,1020.0,2.0,42.83,2
kannamangala,1574.0,3.0,93.34,3
haralur road,1194.0,2.0,46.0,2
banashankari stage v,1305.0,2.0,49.0,3
other,1350.0,2.0,45.0,1
marathahalli,1108.0,2.0,60.0,3
ardendale,1728.0,3.0,95.0,3
electronic city,1039.0,2.0,50.0,2
thanisandra,2030.0,4.0,125.0,3
marathahalli,1102.0,2.0,53.67,2
chandapura,1015.0,2.0,25.88,2
sector 2 hsr layout,1600.0,3.0,90.0,3
sarjapur  road,1691.0,3.0,120.0,3
other,3700.0,4.0,400.0,4
other,1600.0,3.0,172.0,4
gottigere,812.0,1.0,26.0,1
8th phase jp nagar,500.0,1.0,30.0,1
other,2400.0,5.0,180.0,4
other,830.0,2.0,60.0,2
hennur road,1155.0,2.0,69.18,2
bommasandra,1015.0,2.0,40.0,2
hennur road,1359.0,2.0,104.0,2
malleshwaram,1420.0,2.0,158.0,2
kambipura,883.0,2.0,44.0,2
jp nagar,1200.0,2.0,62.0,2
other,905.0,2.0,50.0,2
sarjapur  road,1787.0,3.0,98.29,3
banashankari,1020.0,2.0,40.79,2
whitefield,1216.0,2.0,83.0,2
judicial layout,5400.0,4.0,700.0,5
bommenahalli,1355.0,3.0,135.0,4
channasandra,1065.0,2.0,40.47,2
sarjapur  road,1282.0,2.0,72.0,2
hennur road,2320.0,3.0,170.0,3
sarjapur  road,1700.0,3.0,110.0,3
other,1200.0,4.0,110.0,4
hebbal,1349.0,2.0,97.8,2
tumkur road,1586.0,3.0,100.0,3
other,1801.0,3.0,139.0,3
kodichikkanahalli,995.0,2.0,41.0,2
2nd phase judicial layout,1450.0,2.0,50.75,3
nagavarapalya,705.0,1.0,57.0,1
hebbal,1320.0,2.0,91.0,2
begur road,1584.0,3.0,65.0,3
bommasandra,1005.0,2.0,39.77,2
budigere,1153.0,2.0,58.0,2
hebbal,1162.0,2.0,69.0,2
padmanabhanagar,1000.0,1.0,90.0,2
ambalipura,1150.0,2.0,80.0,2
hebbal,1420.0,2.0,99.39,2
thanisandra,1702.0,3.0,107.0,3
sarakki nagar,1200.0,3.0,128.0,3
poorna pragna layout,960.0,2.0,50.0,2
other,3700.0,4.0,314.0,4
thanisandra,445.0,1.0,28.0,1
electronic city phase ii,1090.0,2.0,28.34,2
other,3420.0,3.0,410.0,4
akshaya nagar,1410.0,2.0,80.0,3
raja rajeshwari nagar,1196.0,2.0,40.44,2
gubbalala,1060.0,2.0,46.0,2
kenchenahalli,715.0,1.0,45.0,1
other,1200.0,4.0,145.0,3
sector 7 hsr layout,1760.0,3.0,145.0,3
ulsoor,1160.0,2.0,130.0,2
hoodi,1050.0,2.0,50.0,2
other,2000.0,3.0,180.0,4
other,2400.0,3.0,200.0,4
kereguddadahalli,904.0,2.0,30.0,2
thanisandra,1098.0,2.0,68.0,2
kudlu,1300.0,2.0,56.0,2
whitefield,1870.0,3.0,138.0,3
6th phase jp nagar,1216.0,2.0,60.0,2
1st phase jp nagar,1875.0,3.0,167.0,3
kodihalli,2500.0,4.0,260.0,3
rayasandra,1199.0,2.0,48.5,3
balagere,1012.0,2.0,68.0,2
hoodi,2400.0,5.0,160.0,5
billekahalli,1125.0,2.0,62.0,2
haralur road,1194.0,2.0,47.0,2
magadi road,1318.0,2.0,68.0,3
kanakapura,1130.0,2.0,45.2,2
sarjapur  road,475.0,1.0,26.0,1
sarjapur  road,3500.0,3.0,275.0,3
rajaji nagar,2559.0,3.0,403.0,3
bannerghatta road,1179.0,2.0,66.02,2
raja rajeshwari nagar,1140.0,2.0,38.55,2
other,800.0,1.0,72.0,1
banashankari,1290.0,2.0,80.0,2
sonnenahalli,1484.0,3.0,74.18,3
other,1200.0,3.0,95.0,4
chikka tirupathi,2704.0,5.0,105.0,4
kanakpura road,1140.0,2.0,65.0,2
somasundara palya,1033.0,2.0,48.0,2
haralur road,3400.0,5.0,240.0,4
kanakpura road,1430.0,2.0,78.0,2
kr puram,1100.0,2.0,45.0,2
bannerghatta road,1520.0,2.0,81.0,3
hebbal,1420.0,2.0,99.39,2
gollarapalya hosahalli,1318.0,3.0,54.0,3
panathur,980.0,2.0,57.0,2
hosakerehalli,925.0,2.0,46.25,2
kereguddadahalli,1240.0,3.0,41.0,3
9th phase jp nagar,1780.0,3.0,88.0,3
electronics city phase 1,585.0,1.0,21.0,1
kasavanhalli,1575.0,2.0,85.0,2
begur road,1410.0,2.0,54.99,3
amruthahalli,1340.0,2.0,75.0,2
vittasandra,1246.0,2.0,64.5,2
kathriguppe,1350.0,2.0,80.99,3
uttarahalli,938.0,2.0,35.0,2
varthur,1560.0,3.0,90.0,3
horamavu agara,1400.0,3.0,63.0,3
thanisandra,1056.0,2.0,70.0,2
somasundara palya,2372.0,3.0,140.0,3
gubbalala,1745.0,3.0,104.0,3
cv raman nagar,1020.0,2.0,55.0,2
sarjapur  road,1826.0,3.0,130.0,3
other,2515.0,4.0,155.0,3
sarjapur  road,1216.0,2.0,70.0,2
yelenahalli,1240.0,2.0,47.12,2
sarjapur,1157.0,2.0,40.0,2
itpl,1500.0,3.0,61.52,3
kannamangala,957.0,2.0,52.5,2
whitefield,1173.0,2.0,78.2,2
jakkur,1950.0,3.0,131.0,3
kammasandra,657.5,1.0,18.41,1
kudlu gate,1215.0,2.0,44.96,2
other,2159.0,3.0,120.0,3
dasanapura,1286.0,2.0,68.0,3
vittasandra,1246.0,2.0,65.4,2
other,3100.0,5.0,425.0,4
hennur road,1036.0,2.0,59.45,2
other,600.0,1.0,22.8,1
malleshpalya,1421.0,2.0,90.0,2
r.t. nagar,1667.0,3.0,130.0,3
kambipura,1082.0,2.0,55.0,3
banashankari stage iii,1305.0,2.0,59.0,3
old madras road,1210.0,2.0,80.0,2
horamavu banaswadi,1460.0,2.0,80.5,2
haralur road,1520.0,2.0,90.0,3
other,1200.0,2.0,66.0,2
banashankari,1770.0,3.0,108.0,3
mysore road,1175.0,2.0,73.5,2
yeshwanthpur,1713.0,3.0,110.0,3
mysore road,1029.5,2.0,50.855,2
marathahalli,1710.0,3.0,100.0,3
devarachikkanahalli,991.0,2.0,40.0,2
marathahalli,2524.0,5.0,190.0,4
kammasandra,610.0,1.0,18.5,1
ardendale,1224.0,2.0,67.0,2
haralur road,1140.0,2.0,43.0,2
koramangala,1325.0,2.0,119.0,2
parappana agrahara,1200.0,1.0,45.0,1
channasandra,1065.0,2.0,36.0,2
electronic city,1500.0,2.0,78.25,3
electronic city,1200.0,2.0,59.0,2
bisuvanahalli,1075.0,2.0,45.0,3
varthur road,850.0,2.0,25.4,2
whitefield,2247.0,3.0,145.0,3
raja rajeshwari nagar,1280.0,3.0,57.6,3
bellandur,1692.0,3.0,88.0,3
rachenahalli,1050.0,2.0,55.5,2
other,1800.0,3.0,192.0,3
kasavanhalli,1377.0,2.0,80.0,2
kothanur,1790.0,3.0,120.0,3
other,1936.0,3.0,139.0,3
banashankari stage ii,2400.0,2.0,300.0,3
banashankari stage ii,3000.0,3.0,450.0,3
other,3000.0,4.0,300.0,5
parappana agrahara,1194.0,2.0,47.0,2
thanisandra,1884.0,4.0,117.0,3
9th phase jp nagar,1466.0,2.0,71.0,2
other,2400.0,6.0,245.0,6
chandapura,1107.0,2.0,43.0,3
other,1758.0,3.0,95.0,3
other,1570.0,2.0,95.0,3
electronic city,1060.0,2.0,52.0,2
other,2075.0,3.0,175.0,3
sarjapur  road,1050.0,2.0,62.0,2
kengeri satellite town,800.0,2.0,40.0,2
thanisandra,2087.0,4.0,139.0,3
bannerghatta road,1122.5,2.0,61.74,2
bannerghatta road,1105.0,2.0,51.0,2
sarjapur,2885.0,3.0,185.0,4
btm 2nd stage,1265.0,2.0,55.0,2
nagarbhavi,1250.0,3.0,170.0,2
electronic city,1265.0,2.0,56.93,2
kasavanhalli,1476.0,3.0,95.0,3
other,1800.0,3.0,230.0,3
dommasandra,850.0,2.0,25.4,2
hennur road,1933.0,3.0,140.0,3
other,3000.0,4.0,240.0,4
kengeri satellite town,818.0,2.0,26.0,2
7th phase jp nagar,1765.0,3.0,118.0,3
banaswadi,1250.0,2.0,60.0,2
marsur,1800.0,4.0,145.0,4
budigere,1991.0,4.0,103.0,3
uttarahalli,1150.0,2.0,45.99,2
thanisandra,1098.0,2.0,71.0,2
sarjapur  road,1157.0,2.0,75.0,3
budigere,1820.0,3.0,99.0,3
hormavu,1385.0,2.0,69.0,3
sarjapur,950.0,2.0,32.5,2
other,3309.0,4.0,325.0,4
other,1158.0,2.0,75.0,2
sompura,825.0,2.0,33.0,2
rajaji nagar,3100.0,4.0,550.0,4
other,3000.0,3.0,400.0,3
raja rajeshwari nagar,1450.0,2.0,67.0,3
chikkabanavar,4000.0,7.0,110.0,8
other,1750.0,3.0,150.0,3
dommasandra,1090.0,2.0,43.5,2
whitefield,2830.0,4.0,161.0,4
yelahanka new town,1740.0,3.0,150.0,3
murugeshpalya,1225.0,2.0,48.0,2
harlur,1335.0,2.0,72.76,2
hebbal,1100.0,2.0,60.0,2
old airport road,1055.0,2.0,75.0,2
ambedkar nagar,1424.0,2.0,90.0,2
other,1200.0,2.0,90.0,2
banashankari,1200.0,2.0,60.0,2
other,950.0,2.0,65.0,2
ramamurthy nagar,1200.0,3.0,72.0,2
5th phase jp nagar,1390.0,2.0,65.0,2
other,4800.0,4.0,420.0,4
hbr layout,1832.0,3.0,160.0,3
other,3317.5,5.0,268.5,4
jakkur,1865.0,3.0,124.0,3
electronic city phase ii,1252.0,2.0,65.0,3
hosur road,1656.0,2.0,120.0,2
other,735.0,1.0,75.0,1
koramangala,1320.0,2.0,160.0,2
7th phase jp nagar,1460.0,2.0,100.0,3
channasandra,1500.0,4.0,89.45,4
kothanur,1760.0,3.0,110.0,3
brookefield,1200.0,2.0,75.0,2
hormavu,1200.0,2.0,68.0,2
other,1800.0,4.0,115.0,3
yelahanka,1633.0,3.0,110.0,3
sarjapur  road,1346.0,2.0,74.03,2
electronic city,1386.0,2.0,85.0,2
basavangudi,1180.0,2.0,124.0,2
gunjur,1071.0,2.0,51.0,2
raja rajeshwari nagar,1157.0,2.0,65.0,2
ngr layout,1020.0,2.0,45.0,2
nehru nagar,1674.0,3.0,90.0,3
other,1450.0,2.0,90.0,2
other,1793.0,3.0,98.0,3
electronic city,1363.0,2.0,79.0,2
yelahanka new town,1290.0,2.0,70.0,2
other,2559.0,1.0,55.0,1
sarjapur  road,3420.0,4.0,225.0,4
marathahalli,1095.0,2.0,60.0,2
electronic city,1360.0,2.0,70.0,3
ardendale,1750.0,3.0,100.0,3
